OID_,Year,Date,Subregion,Habitat,SiteID,Site_name,StationID,Surveyed_all_years,points,Acropora_cervicornis,Acropora_palmata,Agaricia_fragilis,Agaricia_lamarcki,Cladocora_arbuscula,Colpophyllia_natans,Dendrogyra_cylindrus,Dichocoenia_stokesii,Diploria_labyrinthiformis,Eusmilia_fastigiata,Favia_fragum,Helioseris_cucullata,Isophyllia_rigida,Isophyllia_sinuosa,Madracis_aurentenra,Madracis_decactis_complex,Manicina_areolata,Meandrina_meandrites,Millepora_alcicornis,Millepora_complanata,Montastraea_cavernosa,Mussa_angulosa,Mycetophyllia_aliciae,Mycetophyllia_ferox,Mycetophyllia_lamarckiana_complex,Oculina_diffusa,Oculina_robusta,Orbicella_annularis_complex,Phyllangia_americana,Porites_astreoides,Porites_porites_complex,Pseudodiploria_clivosa,Pseudodiploria_strigosa,Scleractinia,Scolymia_sp,Siderastrea_radians,Siderastrea_siderea,Solenastrea_bournoni,Stephanocoenia_intersepta,Undaria_agaricites_complex,all_species_zero
2866,2017,8/24/2017 0:00:00,LK,P,40,Jaap Reef,404,Y,877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.0,0.0,0.0,0.0,0.0,0.0,0.0627,0.0,0.0,0.0,0.0091,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2867,2017,7/15/2017 0:00:00,UK,OS,50,Carysfort Shallow,501,Y,876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2868,2017,7/15/2017 0:00:00,UK,OS,50,Carysfort Shallow,502,Y,923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,False
2869,2017,7/16/2017 0:00:00,UK,OS,50,Carysfort Shallow,503,Y,936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0011,False
2870,2017,7/16/2017 0:00:00,UK,OS,50,Carysfort Shallow,504,N,963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,False
2871,2017,7/19/2017 0:00:00,UK,OS,51,Grecian Rocks,511,Y,890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1315,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,False
2872,2017,7/19/2017 0:00:00,UK,OS,51,Grecian Rocks,512,Y,867,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2873,2017,7/17/2017 0:00:00,UK,OS,51,Grecian Rocks,513,Y,907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0496,0.0,0.0011,0.0033,0.0,0.0,0.0,0.0,0.0,0.0165,0.0,0.0,0.0033,False
2874,2017,7/19/2017 0:00:00,UK,OS,51,Grecian Rocks,514,Y,986,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0254,0.0142,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,False
2875,2017,7/12/2017 0:00:00,UK,OS,52,Molasses Shallow,521,Y,992,0.0131,0.0262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131,0.0,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,False
2876,2017,7/12/2017 0:00:00,UK,OS,52,Molasses Shallow,522,Y,965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,False
2877,2017,7/12/2017 0:00:00,UK,OS,52,Molasses Shallow,523,Y,859,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,False
2878,2017,7/12/2017 0:00:00,UK,OS,52,Molasses Shallow,524,N,952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0011,False
2879,2017,7/14/2017 0:00:00,UK,OS,53,Conch Shallow,531,Y,987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0041,0.0,0.001,0.001,False
2880,2017,7/14/2017 0:00:00,UK,OS,53,Conch Shallow,532,N,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,False
2881,2017,7/14/2017 0:00:00,UK,OS,53,Conch Shallow,533,Y,881,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,False
2882,2017,7/14/2017 0:00:00,UK,OS,53,Conch Shallow,534,Y,931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2883,2017,7/18/2017 0:00:00,MK,OS,54,Alligator Shallow,541,Y,905,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,False
2884,2017,7/18/2017 0:00:00,MK,OS,54,Alligator Shallow,542,Y,865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,False
2885,2017,7/17/2017 0:00:00,MK,OS,54,Alligator Shallow,543,Y,920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0011,0.0,0.0,0.0,0.0,0.0011,0.0033,0.0,0.0011,0.0,False
2886,2017,7/17/2017 0:00:00,MK,OS,54,Alligator Shallow,544,N,893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,False
2887,2017,5/11/2017 0:00:00,MK,OS,55,Tennessee Shallow,551,N,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2888,2017,5/11/2017 0:00:00,MK,OS,55,Tennessee Shallow,552,Y,933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.0,0.0021,0.0021,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0011,0.0,False
2889,2017,5/11/2017 0:00:00,MK,OS,55,Tennessee Shallow,553,Y,919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0044,0.0,0.0,0.0,0.0065,0.0,0.0011,0.0,False
2890,2017,5/11/2017 0:00:00,MK,OS,55,Tennessee Shallow,554,Y,932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0021,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2891,2017,5/12/2017 0:00:00,MK,OS,56,Sombrero Shallow,561,Y,876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0091,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,False
2892,2017,5/12/2017 0:00:00,MK,OS,56,Sombrero Shallow,562,Y,801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0,0.0,False
2893,2017,5/12/2017 0:00:00,MK,OS,56,Sombrero Shallow,563,Y,930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.0011,0.0011,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,False
2894,2017,5/12/2017 0:00:00,MK,OS,56,Sombrero Shallow,564,Y,861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,False
2895,2017,12/6/2017 0:00:00,LK,OS,57,Looe Key Shallow,571,N,872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0791,0.0,0.0126,0.0023,0.0011,0.0,0.0,0.0,0.0,0.0034,0.0,0.0023,0.0,False
2896,2017,12/6/2017 0:00:00,LK,OS,57,Looe Key Shallow,572,Y,918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0218,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0087,0.0,0.0011,0.0,False
2897,2017,12/6/2017 0:00:00,LK,OS,57,Looe Key Shallow,573,Y,894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.0,0.0,0.0045,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0257,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0011,0.0011,False
2898,2017,12/6/2017 0:00:00,LK,OS,57,Looe Key Shallow,574,Y,909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.1309,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.0,0.0,0.0011,False
2899,2017,12/7/2017 0:00:00,LK,OS,58,Eastern Sambo Shallow,581,N,918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2900,2017,12/7/2017 0:00:00,LK,OS,58,Eastern Sambo Shallow,582,Y,893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,False
2901,2017,12/7/2017 0:00:00,LK,OS,58,Eastern Sambo Shallow,583,Y,938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.0011,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,False
2902,2017,12/7/2017 0:00:00,LK,OS,58,Eastern Sambo Shallow,584,Y,928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2903,2017,8/16/2017 0:00:00,LK,OS,59,Western Sambo Shallow,591,Y,936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,False
2904,2017,8/16/2017 0:00:00,LK,OS,59,Western Sambo Shallow,592,Y,1110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0,0.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0018,False
2905,2017,8/16/2017 0:00:00,LK,OS,59,Western Sambo Shallow,593,N,991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,False
2906,2017,8/16/2017 0:00:00,LK,OS,59,Western Sambo Shallow,594,Y,892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0191,0.0,0.0,0.0,False
2907,2017,8/23/2017 0:00:00,LK,OS,60,Rock Key Shallow,601,Y,933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0021,0.0043,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,False
2908,2017,8/23/2017 0:00:00,LK,OS,60,Rock Key Shallow,602,Y,830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0036,0.0024,0.0,0.0,0.0,0.0012,0.0012,0.0,0.0,0.0,False
2909,2017,8/23/2017 0:00:00,LK,OS,60,Rock Key Shallow,603,Y,786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0038,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,False
2910,2017,8/23/2017 0:00:00,LK,OS,60,Rock Key Shallow,604,Y,993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2911,2017,8/15/2017 0:00:00,LK,OS,61,Sand Key Shallow,611,N,890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,False
2912,2017,8/15/2017 0:00:00,LK,OS,61,Sand Key Shallow,612,Y,821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0365,0.0,0.0268,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0037,False
2913,2017,8/15/2017 0:00:00,LK,OS,61,Sand Key Shallow,613,Y,933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0107,0.0011,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0021,False
2914,2017,8/15/2017 0:00:00,LK,OS,61,Sand Key Shallow,614,Y,872,0.0,0.0161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149,0.0,0.0149,0.0,0.0023,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0011,False
2915,2017,7/16/2017 0:00:00,UK,OD,70,Carysfort Deep,701,Y,1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0,0.0,0.0038,False
2916,2017,7/16/2017 0:00:00,UK,OD,70,Carysfort Deep,702,Y,1061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0019,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0104,False
2917,2017,7/16/2017 0:00:00,UK,OD,70,Carysfort Deep,703,N,920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0109,0.0,0.0043,0.0054,False
2918,2017,7/16/2017 0:00:00,UK,OD,70,Carysfort Deep,704,N,913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2919,2017,7/12/2017 0:00:00,UK,OD,72,Molasses Deep,721,Y,966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0,0.001,False
2920,2017,7/12/2017 0:00:00,UK,OD,72,Molasses Deep,722,Y,953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,False
2921,2017,7/12/2017 0:00:00,UK,OD,72,Molasses Deep,723,N,893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0022,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0034,0.0011,False
2922,2017,7/12/2017 0:00:00,UK,OD,72,Molasses Deep,724,N,922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0022,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0033,False
2923,2017,7/19/2017 0:00:00,UK,OD,73,Conch Deep,731,N,981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0092,0.0,0.0041,0.0041,False
2924,2017,7/19/2017 0:00:00,UK,OD,73,Conch Deep,732,N,1058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.0,0.0019,0.0009,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0161,0.0038,False
2925,2017,7/19/2017 0:00:00,UK,OD,73,Conch Deep,733,Y,1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0009,0.0091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0082,0.0027,0.0,0.0,0.0,0.0,0.0,0.0109,0.0,0.0027,0.0,False
2926,2017,7/19/2017 0:00:00,UK,OD,73,Conch Deep,734,Y,982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0051,0.0031,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0061,0.0031,False
2927,2017,7/18/2017 0:00:00,MK,OD,74,Alligator Deep,741,N,904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0033,0.0,False
2928,2017,7/18/2017 0:00:00,MK,OD,74,Alligator Deep,742,N,861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,False
2929,2017,7/18/2017 0:00:00,MK,OD,74,Alligator Deep,743,Y,936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0021,0.0,False
